report_month,program,closure_category,closures,percent_of_program_closures,source_file
2025-09-01,DBMD,Other,0,,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,Totals,8,1.0,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,Unable to Locate,0,,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,Withdrawn,1,0.125,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,Deceased,0,,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,Declined,8,0.05633802816901408,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,Denied,14,0.09859154929577466,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,Enrolled,105,0.7394366197183099,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,No Response,13,0.09154929577464789,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,Not Categorized,2,0.014084507042253521,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,Other,0,,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,Totals,142,1.0,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,Unable to Locate,0,,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,Withdrawn,0,,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,Deceased,3,0.0545455,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,Declined,20,0.3636364,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,Denied,5,0.0909091,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,Enrolled,1,0.0181818,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,No Response,0,,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,Not Categorized,0,,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,Other,0,,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,Totals,55,1.0,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,Unable to Locate,0,,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,Withdrawn,26,0.4727273,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,Deceased,7,0.0115702,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,Declined,65,0.107438,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,Denied,151,0.2495868,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,Enrolled,194,0.3206612,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,No Response,169,0.2793388,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,Not Categorized,0,,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,Other,1,0.0016529,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,Totals,605,1.0,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,Unable to Locate,4,0.0066116,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,Withdrawn,14,0.0231405,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,Deceased,0,,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,Declined,21,0.18584070796460178,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,Denied,18,0.1592920353982301,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,Enrolled,63,0.5575221238938053,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,No Response,8,0.07079646017699115,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,Not Categorized,0,,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,Other,0,,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,Totals,113,1.0,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,Unable to Locate,3,0.02654867256637168,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,Withdrawn,0,,interest-list-data-sept-2025.xlsx
2025-10-01,CLASS,Deceased,30,0.0993377,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,Declined,53,0.1754967,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,Denied,25,0.0827815,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,Enrolled,41,0.1357616,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,No Response,113,0.3741722,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,Not Categorized,1,0.0033113,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,Other,0,,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,Totals,302,1.0,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,Unable to Locate,0,,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,Withdrawn,39,0.1291391,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,Deceased,0,,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,Declined,3,0.1428571,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,Denied,0,,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,Enrolled,13,0.6190476,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,No Response,4,0.1904762,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,Not Categorized,0,,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,Other,0,,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,Totals,21,1.0,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,Unable to Locate,0,,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,Withdrawn,1,0.047619,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,Deceased,2,0.006688963210702341,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,Declined,34,0.1137123745819398,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,Denied,29,0.09698996655518394,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,Enrolled,205,0.68561872909699,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,No Response,18,0.06020066889632107,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,Not Categorized,5,0.016722408026755852,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,Other,0,,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,Totals,299,1.0,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,Unable to Locate,6,0.020066889632107024,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,Withdrawn,0,,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,Deceased,5,0.0263158,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,Declined,53,0.2789474,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,Denied,25,0.1315789,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,Enrolled,26,0.1368421,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,No Response,0,,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,Not Categorized,0,,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,Other,0,,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,Totals,190,1.0,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,Unable to Locate,0,,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,Withdrawn,81,0.4263158,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,Deceased,19,0.0181298,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,Declined,133,0.1269084,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,Denied,214,0.2041985,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,Enrolled,306,0.2919847,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,No Response,245,0.2337786,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,Not Categorized,1,0.0009542,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,Other,6,0.0057252,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,Totals,1048,1.0,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,Unable to Locate,5,0.004771,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,Withdrawn,119,0.1135496,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,Deceased,1,0.0049261083743842365,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,Declined,81,0.3990147783251231,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,Denied,31,0.15270935960591134,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,Enrolled,64,0.31527093596059114,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,No Response,11,0.054187192118226604,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,Not Categorized,4,0.019704433497536946,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,Other,0,,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,Totals,203,1.0,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,Unable to Locate,11,0.054187192118226604,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,Withdrawn,0,,interest-list-data-oct-2025.xlsx
2025-11-01,CLASS,Deceased,37,0.067029,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,Declined,99,0.1793478,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,Denied,30,0.0543478,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,Enrolled,64,0.115942,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,No Response,236,0.4275362,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,Not Categorized,1,0.0018116,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,Other,0,,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,Totals,552,1.0,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,Unable to Locate,19,0.0344203,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,Withdrawn,66,0.1195652,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,Deceased,0,,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,Declined,3,0.1071429,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,Denied,0,,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,Enrolled,19,0.6785714,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,No Response,4,0.1428571,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,Not Categorized,0,,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,Other,0,,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,Totals,28,1.0,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,Unable to Locate,0,,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,Withdrawn,2,0.0714286,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,Deceased,2,0.005141388174807198,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,Declined,45,0.11568123393316196,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,Denied,38,0.09768637532133675,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,Enrolled,253,0.6503856041131105,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,No Response,21,0.05398457583547558,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,Not Categorized,11,0.028277634961439587,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,Other,0,,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,Totals,389,1.0,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,Unable to Locate,19,0.04884318766066838,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,Withdrawn,0,,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,Deceased,12,0.0237624,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,Declined,95,0.1881188,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,Denied,45,0.0891089,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,Enrolled,75,0.1485149,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,No Response,146,0.2891089,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,Not Categorized,0,,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,Other,1,0.0019802,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,Totals,505,1.0,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,Unable to Locate,0,,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,Withdrawn,131,0.2594059,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,Deceased,80,0.0326797,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,Declined,290,0.1184641,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,Denied,278,0.1135621,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,Enrolled,369,0.1507353,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,No Response,922,0.376634,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,Not Categorized,1,0.0004085,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,Other,8,0.003268,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,Totals,2448,1.0,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,Unable to Locate,16,0.0065359,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,Withdrawn,484,0.1977124,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,Deceased,6,0.017857142857142856,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,Declined,152,0.45238095238095233,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,Denied,48,0.14285714285714285,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,Enrolled,65,0.19345238095238096,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,No Response,20,0.05952380952380952,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,Not Categorized,18,0.05357142857142857,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,Other,0,,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,Totals,336,1.0,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,Unable to Locate,27,0.08035714285714286,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,Withdrawn,0,,interest-list-data-nov-2025.xlsx
2025-12-01,CLASS,Deceased,45,0.0418994,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,Declined,154,0.1433892,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,Denied,44,0.0409683,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,Enrolled,79,0.0735568,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,No Response,637,0.5931099,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,Not Categorized,1,0.0009311,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,Other,1,0.0009311,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,Totals,1074,1.0,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,Unable to Locate,19,0.0176909,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,Withdrawn,94,0.0875233,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,Deceased,0,,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,Declined,6,0.1276596,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,Denied,0,,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,Enrolled,21,0.4468085,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,No Response,16,0.3404255,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,Not Categorized,0,,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,Other,0,,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,Totals,47,1.0,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,Unable to Locate,2,0.0425532,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,Withdrawn,2,0.0425532,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,Deceased,5,0.010245901639344262,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,Declined,64,0.13114754098360656,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,Denied,44,0.09016393442622951,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,Enrolled,297,0.6086065573770492,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,No Response,31,0.06352459016393443,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,Not Categorized,14,0.028688524590163935,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,Other,0,0.0,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,Totals,488,1.0,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,Unable to Locate,33,0.06762295081967214,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,Withdrawn,0,0.0,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,Deceased,21,0.0210421,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,Declined,162,0.1623246,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,Denied,122,0.1222445,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,Enrolled,168,0.1683367,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,No Response,306,0.3066132,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,Not Categorized,3,0.003006,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,Other,1,0.001002,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,Totals,998,1.0,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,Unable to Locate,0,,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,Withdrawn,215,0.2154309,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,Deceased,146,0.0347536,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,Declined,437,0.1040229,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,Denied,388,0.092359,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,Enrolled,489,0.1164009,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,No Response,1803,0.4291835,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,Not Categorized,1,0.000238,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,Other,15,0.0035706,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,Totals,4201,1.0,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,Unable to Locate,24,0.0057129,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,Withdrawn,898,0.2137586,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,Deceased,10,0.015220700152207,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,Declined,236,0.3592085235920852,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,Denied,66,0.1004566210045662,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,Enrolled,181,0.2754946727549467,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,No Response,54,0.0821917808219178,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,Not Categorized,34,0.0517503805175038,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,Other,0,0.0,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,Totals,657,0.9999999999999999,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,Unable to Locate,76,0.1156773211567732,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,Withdrawn,0,0.0,interest-list-data-dec-2025.xlsx
2026-01-01,CLASS,Deceased,55,0.0372124,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,Declined,203,0.1373478,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,Denied,51,0.0345061,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,Enrolled,86,0.0581867,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,No Response,930,0.6292287,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,Not Categorized,1,0.0006766,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,Other,0,,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,Totals,1478,1.0,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,Unable to Locate,20,0.0135318,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,Withdrawn,132,0.0893099,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,Deceased,0,,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,Declined,7,0.1060606,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,Denied,1,0.0151515,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,Enrolled,27,0.4090909,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,No Response,25,0.3787879,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,Not Categorized,0,,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,Other,0,,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,Totals,66,1.0,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,Unable to Locate,2,0.030303,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,Withdrawn,4,0.0606061,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,Deceased,6,0.010582010582010581,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,Declined,81,0.14285714285714285,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,Denied,50,0.08818342151675485,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,Enrolled,339,0.5978835978835979,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,No Response,35,0.06172839506172839,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,Not Categorized,16,0.02821869488536155,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,Other,0,,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,Totals,567,1.0,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,Unable to Locate,40,0.07054673721340388,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,Withdrawn,0,,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,Deceased,31,0.0209036,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,Declined,226,0.1523938,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,Denied,205,0.1382333,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,Enrolled,251,0.1692515,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,No Response,465,0.3135536,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,Not Categorized,4,0.0026972,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,Other,3,0.0020229,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,Totals,1483,1.0,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,Unable to Locate,0,,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,Withdrawn,298,0.200944,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,Deceased,234,0.0370195,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,Declined,570,0.0901756,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,Denied,525,0.0830565,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,Enrolled,640,0.1012498,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,No Response,2902,0.4591046,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,Not Categorized,3,0.0004746,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,Other,16,0.0025312,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,Totals,6321,1.0,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,Unable to Locate,25,0.0039551,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,Withdrawn,1406,0.2224332,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,Deceased,27,0.024171888988361683,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,Declined,354,0.3169203222918532,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,Denied,101,0.09042076991942703,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,Enrolled,214,0.19158460161145927,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,No Response,137,0.12264995523724262,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,Not Categorized,49,0.043867502238137866,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,Other,0,,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,Totals,1117,1.0,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,Unable to Locate,235,0.21038495971351837,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,Withdrawn,0,,interest-list-data-jan-2026.xlsx
