report_month,program,years_on_list_bucket,individuals,percent_of_program_total,source_file
2024-11-01,TXHML,14–15,5638,0.050311,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,1–2,8205,0.0732177,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,2–3,7071,0.0630984,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,3–4,6182,0.0551654,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,4–5,6559,0.0585296,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,5–6,8493,0.0757877,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,6–7,8459,0.0754843,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,7–8,8513,0.0759662,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,8–9,8666,0.0773315,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,9–10,7155,0.063848,interest-list-data-nov-2024.xlsx
2024-12-01,CLASS,0–1,6836,0.0744006,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,10–11,4616,0.0502389,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,11–12,4716,0.0513273,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,12–13,5117,0.0556916,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,13–14,5907,0.0642897,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,14–15,6687,0.0727789,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,15–16,5828,0.0634299,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,16–17,3292,0.035829,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,1–2,5924,0.0644747,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,2–3,5308,0.0577704,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,3–4,4787,0.0521,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,4–5,4089,0.0445032,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,5–6,6138,0.0668038,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,6–7,5850,0.0636693,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,7–8,6178,0.0672391,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,8–9,5579,0.0607198,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,9–10,5029,0.0547338,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,0–1,650,0.3186275,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,1–2,463,0.2269608,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,2–3,328,0.1607843,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,3–4,231,0.1132353,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,4–5,271,0.1328431,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,5–6,97,0.047549,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,0–1,8497,0.0685496,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,10–11,6638,0.0535521,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,11–12,6684,0.0539232,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,12–13,7608,0.0613776,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,13–14,7514,0.0606193,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,14–15,7858,0.0633945,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,15–16,6911,0.0557546,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,16–17,3398,0.0274134,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,1–2,8176,0.06596,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,2–3,7238,0.0583926,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,3–4,6181,0.0498653,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,4–5,6375,0.0514304,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,5–6,8363,0.0674686,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,6–7,8174,0.0659438,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,7–8,8321,0.0671297,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,8–9,8530,0.0688159,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,9–10,7488,0.0604095,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,0–1,3706,0.6413984,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,1–2,2071,0.3584285,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,6–7,1,0.0001731,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,0–1,2504,0.8691427,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,1–2,353,0.1225269,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,2–3,24,0.0083304,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,0–1,8389,0.0747556,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,10–11,6677,0.0594997,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,11–12,6854,0.061077,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,12–13,7665,0.0683039,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,13–14,7474,0.0666019,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,14–15,5712,0.0509005,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,1–2,8161,0.0727239,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,2–3,7191,0.0640801,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,3–4,6191,0.0551689,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,4–5,6462,0.0575838,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,5–6,8528,0.0759943,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,6–7,8356,0.0744615,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,7–8,8538,0.0760834,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,8–9,8727,0.0777676,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,9–10,7294,0.0649979,interest-list-data-dec-2024.xlsx
2025-01-01,CLASS,0–1,6891,0.0746498,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,10–11,4604,0.0498749,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,11–12,4694,0.0508498,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,12–13,5009,0.0542622,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,13–14,5864,0.0635244,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,14–15,6777,0.0734149,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,15–16,5875,0.0636436,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,16–17,3524,0.0381753,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,1–2,5958,0.0645427,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,2–3,5439,0.0589204,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,3–4,4845,0.0524856,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,4–5,3928,0.0425518,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,5–6,6101,0.0660918,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,6–7,5899,0.0639035,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,7–8,6129,0.0663951,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,8–9,5686,0.0615961,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,9–10,5088,0.055118,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,0–1,667,0.3287334,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,1–2,493,0.2429768,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,2–3,326,0.1606703,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,3–4,232,0.114342,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,4–5,276,0.1360276,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,5–6,35,0.0172499,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,0–1,8412,0.0676733,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,10–11,6670,0.0536592,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,11–12,6671,0.0536672,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,12–13,7538,0.0606421,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,13–14,7498,0.0603203,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,14–15,7921,0.0637233,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,15–16,7000,0.056314,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,16–17,3654,0.0293959,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,1–2,8231,0.0662172,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,2–3,7348,0.0591136,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,3–4,6226,0.0500873,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,4–5,6209,0.0499505,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,5–6,8351,0.0671826,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,6–7,8171,0.0657345,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,7–8,8184,0.0658391,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,8–9,8670,0.0697489,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,9–10,7549,0.0607306,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,0–1,3760,0.6216931,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,1–2,2287,0.3781415,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,7–8,1,0.0001653,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,0–1,2450,0.997557,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,1–2,6,0.002443,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,0–1,8289,0.073627,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,10–11,6646,0.0590331,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,11–12,6837,0.0607296,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,12–13,7614,0.0676313,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,13–14,7454,0.0662101,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,14–15,6124,0.0543964,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,1–2,8225,0.0730585,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,2–3,7309,0.0649221,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,3–4,6234,0.0553735,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,4–5,6287,0.0558442,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,5–6,8517,0.0756522,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,6–7,8333,0.0740178,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,7–8,8415,0.0747462,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,8–9,8864,0.0787344,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,9–10,7433,0.0660236,interest-list-data-jan-2025.xlsx
2025-02-01,CLASS,0–1,6861,0.0740026,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,10–11,4550,0.0490762,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,11–12,4712,0.0508235,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,12–13,4909,0.0529483,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,13–14,5864,0.063249,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,14–15,6733,0.072622,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,15–16,5943,0.064101,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,16–17,3784,0.0408141,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,1–2,6149,0.066323,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,2–3,5528,0.0596249,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,3–4,4921,0.0530778,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,4–5,3680,0.0396924,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,5–6,6093,0.0657189,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,6–7,5873,0.063346,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,7–8,6119,0.0659994,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,8–9,5795,0.0625047,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,9–10,5199,0.0560763,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,0–1,692,0.3427439,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,1–2,499,0.2471521,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,2–3,348,0.1723626,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,3–4,245,0.1213472,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,4–5,235,0.1163943,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,0–1,8239,0.0661146,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,10–11,6627,0.0531789,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,11–12,6597,0.0529382,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,12–13,7576,0.0607943,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,13–14,7475,0.0599838,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,14–15,7834,0.0628646,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,15–16,7116,0.057103,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,16–17,3973,0.0318817,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,17–18,1,8e-06,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,1–2,8370,0.0671658,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,2–3,7369,0.0591332,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,3–4,6485,0.0520394,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,4–5,5936,0.047634,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,5–6,8283,0.0664677,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,6–7,8174,0.065593,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,7–8,8241,0.0661306,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,8–9,8637,0.0693084,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,9–10,7684,0.0616609,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,0–1,3785,0.6054063,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,1–2,2466,0.3944338,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,7–8,1,0.0001599,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,0–1,2502,0.9980056,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,1–2,5,0.0019944,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,0–1,8103,0.0717569,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,10–11,6555,0.0580484,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,11–12,6760,0.0598638,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,12–13,7669,0.0679135,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,13–14,7452,0.0659919,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,14–15,6481,0.0573931,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,1–2,8359,0.0740239,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,2–3,7323,0.0648495,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,3–4,6490,0.0574728,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,4–5,6002,0.0531513,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,5–6,8467,0.0749803,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,6–7,8330,0.0737671,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,7–8,8476,0.07506,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,8–9,8820,0.0781063,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,9–10,7636,0.0676213,interest-list-data-feb-2025.xlsx
2025-03-01,CLASS,0–1,6950,0.074679,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,10–11,4515,0.0485145,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,11–12,4760,0.051147,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,12–13,4849,0.0521034,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,13–14,5704,0.0612905,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,14–15,6708,0.0720787,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,15–16,6060,0.0651158,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,16–17,4095,0.0440015,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,1–2,6040,0.0649009,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,2–3,5601,0.0601837,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,3–4,5030,0.0540482,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,4–5,3751,0.0403052,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,5–6,5930,0.0637189,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,6–7,5814,0.0624725,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,7–8,6153,0.0661151,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,8–9,5800,0.062322,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,9–10,5305,0.0570032,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,0–1,694,0.3411996,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,1–2,528,0.259587,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,2–3,349,0.1715831,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,3–4,251,0.1234022,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,4–5,212,0.1042281,interest-list-data-march-2025.xlsx
2025-03-01,HCS,0–1,8104,0.0648855,interest-list-data-march-2025.xlsx
2025-03-01,HCS,10–11,6735,0.0539244,interest-list-data-march-2025.xlsx
2025-03-01,HCS,11–12,6577,0.0526594,interest-list-data-march-2025.xlsx
2025-03-01,HCS,12–13,7499,0.0600415,interest-list-data-march-2025.xlsx
2025-03-01,HCS,13–14,7392,0.0591848,interest-list-data-march-2025.xlsx
2025-03-01,HCS,14–15,7786,0.0623394,interest-list-data-march-2025.xlsx
2025-03-01,HCS,15–16,7294,0.0584001,interest-list-data-march-2025.xlsx
2025-03-01,HCS,16–17,4307,0.0344844,interest-list-data-march-2025.xlsx
2025-03-01,HCS,1–2,8323,0.0666389,interest-list-data-march-2025.xlsx
2025-03-01,HCS,2–3,7460,0.0597292,interest-list-data-march-2025.xlsx
2025-03-01,HCS,3–4,6577,0.0526594,interest-list-data-march-2025.xlsx
2025-03-01,HCS,4–5,5915,0.047359,interest-list-data-march-2025.xlsx
2025-03-01,HCS,5–6,8177,0.0654699,interest-list-data-march-2025.xlsx
2025-03-01,HCS,6–7,8133,0.0651177,interest-list-data-march-2025.xlsx
2025-03-01,HCS,7–8,8201,0.0656621,interest-list-data-march-2025.xlsx
2025-03-01,HCS,8–9,8529,0.0682883,interest-list-data-march-2025.xlsx
2025-03-01,HCS,9–10,7888,0.063156,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,0–1,3843,0.5963687,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,1–2,2600,0.4034761,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,7–8,1,0.0001552,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,0–1,2813,0.9815073,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,1–2,34,0.0118632,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,2–3,19,0.0066294,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,0–1,7950,0.0702253,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,10–11,6604,0.0583356,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,11–12,6746,0.05959,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,12–13,7607,0.0671955,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,13–14,7372,0.0651196,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,14–15,6949,0.0613831,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,1–2,8320,0.0734937,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,2–3,7410,0.0654553,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,3–4,6590,0.0582119,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,4–5,5967,0.0527088,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,5–6,8349,0.0737499,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,6–7,8296,0.0732817,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,7–8,8440,0.0745537,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,8–9,8710,0.0769387,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,9–10,7897,0.0697572,interest-list-data-march-2025.xlsx
2025-04-01,CLASS,0–1,7046,0.0751453,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,10–11,4563,0.0486642,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,11–12,4693,0.0500507,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,12–13,4919,0.0524609,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,13–14,5577,0.0594785,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,14–15,6694,0.0713912,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,15–16,6053,0.064555,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,16–17,4663,0.0497307,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,1–2,6141,0.0654935,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,2–3,5652,0.0602784,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,3–4,5072,0.0540927,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,4–5,3935,0.0419666,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,5–6,5587,0.0595851,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,6–7,5780,0.0616435,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,7–8,6285,0.0670293,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,8–9,5737,0.0611849,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,9–10,5368,0.0572495,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,0–1,690,0.3295129,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,1–2,560,0.2674308,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,2–3,352,0.1680993,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,3–4,259,0.1236867,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,4–5,228,0.1088825,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,5–6,5,0.0023878,interest-list-data-april-2025.xlsx
2025-04-01,HCS,0–1,8043,0.064055,interest-list-data-april-2025.xlsx
2025-04-01,HCS,10–11,6840,0.0544742,interest-list-data-april-2025.xlsx
2025-04-01,HCS,11–12,6505,0.0518063,interest-list-data-april-2025.xlsx
2025-04-01,HCS,12–13,7504,0.0597624,interest-list-data-april-2025.xlsx
2025-04-01,HCS,13–14,7411,0.0590217,interest-list-data-april-2025.xlsx
2025-04-01,HCS,14–15,7722,0.0614985,interest-list-data-april-2025.xlsx
2025-04-01,HCS,15–16,7360,0.0586155,interest-list-data-april-2025.xlsx
2025-04-01,HCS,16–17,4951,0.0394301,interest-list-data-april-2025.xlsx
2025-04-01,HCS,1–2,8518,0.0678379,interest-list-data-april-2025.xlsx
2025-04-01,HCS,2–3,7493,0.0596747,interest-list-data-april-2025.xlsx
2025-04-01,HCS,3–4,6599,0.0525549,interest-list-data-april-2025.xlsx
2025-04-01,HCS,4–5,6043,0.0481269,interest-list-data-april-2025.xlsx
2025-04-01,HCS,5–6,7848,0.062502,interest-list-data-april-2025.xlsx
2025-04-01,HCS,6–7,8133,0.0647717,interest-list-data-april-2025.xlsx
2025-04-01,HCS,7–8,8277,0.0659186,interest-list-data-april-2025.xlsx
2025-04-01,HCS,8–9,8440,0.0672167,interest-list-data-april-2025.xlsx
2025-04-01,HCS,9–10,7877,0.0627329,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,0–1,3810,0.5656176,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,1–2,2737,0.4063242,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,2–3,188,0.0279097,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,7–8,1,0.0001485,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,0–1,5871,0.9905517,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,1–2,17,0.0028682,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,2–3,39,0.0065801,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,0–1,7890,0.0692555,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,10–11,6669,0.058538,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,11–12,6678,0.058617,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,12–13,7629,0.0669645,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,13–14,7399,0.0649457,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,14–15,7601,0.0667187,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,15–16,4,3.51e-05,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,1–2,8509,0.0746888,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,2–3,7456,0.065446,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,3–4,6608,0.0580026,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,4–5,6097,0.0535172,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,5–6,8004,0.0702561,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,6–7,8309,0.0729333,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,7–8,8512,0.0747152,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,8–9,8631,0.0757597,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,9–10,7930,0.0696066,interest-list-data-april-2025.xlsx
2025-05-01,CLASS,0–1,7036,0.0745947,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,10–11,4615,0.0489276,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,11–12,4627,0.0490548,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,12–13,4885,0.0517901,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,13–14,5508,0.0583951,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,14–15,6671,0.0707251,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,15–16,6123,0.0649152,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,16–17,5177,0.0548859,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,1–2,6241,0.0661663,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,2–3,5678,0.0601974,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,3–4,5041,0.053444,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,4–5,4141,0.0439023,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,5–6,5335,0.056561,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,6–7,5768,0.0611516,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,7–8,6229,0.066039,interest-list-data-may-2025.xlsx
